"stay_date","lead_time","pickup","otb_rooms"
2016-03-12,57,1,4
2016-03-12,54,1,5
2016-03-12,51,1,6
2016-03-12,44,2,8
2016-03-12,43,1,9
2016-03-12,38,1,10
2016-03-12,24,1,11
2016-03-12,23,5,16
2016-03-12,21,1,17
2016-03-12,18,1,18
2016-03-12,12,1,19
2016-03-12,11,1,20
2016-03-12,8,2,22
2016-03-12,6,1,23
2016-03-12,5,2,25
2016-03-12,4,3,28
2016-03-12,3,5,33
2016-03-12,2,5,38
2016-03-12,1,12,50
2016-03-12,0,3,53
2016-03-13,270,2,2
2016-03-13,201,1,3
2016-03-13,130,1,4
2016-03-13,65,1,5
2016-03-13,52,1,6
2016-03-13,46,2,8
2016-03-13,40,1,9
2016-03-13,34,1,10
2016-03-13,23,1,11
2016-03-13,8,1,12
2016-03-13,4,3,15
2016-03-13,3,1,16
2016-03-13,2,2,18
2016-03-13,1,1,19
2016-03-13,0,3,22
2016-03-14,126,1,1
2016-03-14,111,1,2
2016-03-14,101,1,3
2016-03-14,69,1,4
2016-03-14,61,1,5
2016-03-14,52,1,6
2016-03-14,39,1,7
2016-03-14,26,1,8
2016-03-14,14,2,10
2016-03-14,13,1,11
2016-03-14,12,4,15
2016-03-14,10,1,16
2016-03-14,6,1,17
2016-03-14,5,2,19
2016-03-14,4,5,24
2016-03-14,3,2,26
2016-03-14,1,2,28
2016-03-14,0,18,46
2016-03-15,132,1,1
2016-03-15,119,1,2
2016-03-15,101,1,3
2016-03-15,71,1,4
2016-03-15,64,1,5
2016-03-15,57,1,6
2016-03-15,52,1,7
2016-03-15,49,4,11
2016-03-15,39,1,12
2016-03-15,24,1,13
2016-03-15,18,1,14
2016-03-15,15,1,15
2016-03-15,12,2,17
2016-03-15,10,2,19
2016-03-15,8,1,20
2016-03-15,6,2,22
2016-03-15,5,3,25
2016-03-15,4,2,27
2016-03-15,3,1,28
2016-03-15,1,8,36
2016-03-15,0,13,49
2016-03-16,250,1,1
2016-03-16,176,1,2
2016-03-16,72,1,3
2016-03-16,56,2,5
2016-03-16,54,1,6
2016-03-16,37,1,7
2016-03-16,36,3,10
2016-03-16,30,1,11
2016-03-16,29,2,13
2016-03-16,22,1,14
2016-03-16,21,1,15
2016-03-16,20,1,16
2016-03-16,11,3,19
2016-03-16,7,1,20
2016-03-16,6,1,21
2016-03-16,5,1,22
2016-03-16,4,1,23
2016-03-16,2,6,29
2016-03-16,1,8,37
2016-03-16,0,9,46
2016-03-17,148,1,1
2016-03-17,71,5,6
2016-03-17,56,1,7
2016-03-17,52,1,8
2016-03-17,51,12,20
2016-03-17,50,2,22
2016-03-17,47,1,23
2016-03-17,44,1,24
2016-03-17,40,2,26
2016-03-17,38,1,27
2016-03-17,34,2,29
2016-03-17,28,1,30
2016-03-17,27,1,31
2016-03-17,26,1,32
2016-03-17,24,1,33
2016-03-17,23,1,34
2016-03-17,16,1,35
2016-03-17,10,4,39
2016-03-17,8,1,40
2016-03-17,6,6,46
2016-03-17,3,4,50
2016-03-17,2,1,51
2016-03-17,1,3,54
2016-03-17,0,10,64
2016-03-18,167,1,1
2016-03-18,157,1,2
2016-03-18,133,1,3
2016-03-18,72,1,4
2016-03-18,69,1,5
2016-03-18,67,1,6
2016-03-18,65,2,8
2016-03-18,62,1,9
2016-03-18,44,1,10
2016-03-18,37,2,12
2016-03-18,35,1,13
2016-03-18,31,1,14
2016-03-18,27,1,15
2016-03-18,24,1,16
2016-03-18,18,2,18
2016-03-18,17,1,19
2016-03-18,16,1,20
2016-03-18,15,1,21
2016-03-18,14,2,23
2016-03-18,12,1,24
2016-03-18,11,1,25
2016-03-18,10,1,26
2016-03-18,9,1,27
2016-03-18,8,1,28
2016-03-18,6,1,29
2016-03-18,4,2,31
2016-03-18,2,2,33
2016-03-18,1,3,36
2016-03-18,0,5,41
2016-03-19,166,1,1
2016-03-19,154,1,2
2016-03-19,143,1,3
2016-03-19,123,2,5
2016-03-19,73,1,6
2016-03-19,68,1,7
2016-03-19,65,1,8
2016-03-19,61,2,10
2016-03-19,60,1,11
2016-03-19,46,1,12
2016-03-19,42,1,13
2016-03-19,31,2,15
2016-03-19,28,1,16
2016-03-19,26,2,18
2016-03-19,25,1,19
2016-03-19,24,1,20
2016-03-19,23,1,21
2016-03-19,22,1,22
2016-03-19,18,2,24
2016-03-19,17,3,27
2016-03-19,16,1,28
2016-03-19,15,3,31
2016-03-19,14,5,36
2016-03-19,13,1,37
2016-03-19,12,4,41
2016-03-19,11,1,42
2016-03-19,10,3,45
2016-03-19,8,1,46
2016-03-19,7,2,48
2016-03-19,5,2,50
2016-03-19,4,2,52
2016-03-19,3,2,54
2016-03-19,2,5,59
2016-03-19,1,1,60
2016-03-19,0,1,61
2016-03-20,207,1,1
2016-03-20,177,1,2
2016-03-20,167,1,3
2016-03-20,135,2,5
2016-03-20,125,1,6
2016-03-20,121,1,7
2016-03-20,74,2,9
2016-03-20,69,1,10
2016-03-20,67,1,11
2016-03-20,61,1,12
2016-03-20,55,1,13
2016-03-20,41,1,14
2016-03-20,39,1,15
2016-03-20,37,2,17
2016-03-20,30,1,18
2016-03-20,26,2,20
2016-03-20,20,2,22
2016-03-20,19,1,23
2016-03-20,17,1,24
2016-03-20,9,2,26
2016-03-20,7,1,27
2016-03-20,5,3,30
2016-03-20,4,3,33
2016-03-20,2,1,34
2016-03-20,1,1,35
2016-03-20,0,1,36
2016-03-21,196,1,1
2016-03-21,194,1,2
2016-03-21,76,1,3
2016-03-21,70,1,4
2016-03-21,63,3,7
2016-03-21,48,1,8
2016-03-21,38,1,9
2016-03-21,35,1,10
2016-03-21,28,3,13
2016-03-21,25,2,15
2016-03-21,21,2,17
2016-03-21,20,2,19
2016-03-21,19,1,20
2016-03-21,17,2,22
2016-03-21,16,4,26
2016-03-21,15,1,27
2016-03-21,14,1,28
2016-03-21,13,3,31
2016-03-21,10,2,33
2016-03-21,8,1,34
2016-03-21,7,2,36
2016-03-21,6,5,41
2016-03-21,5,1,42
2016-03-21,4,4,46
2016-03-21,3,1,47
2016-03-21,2,2,49
2016-03-21,0,3,52
2016-03-22,153,1,1
2016-03-22,146,1,2
2016-03-22,140,1,3
2016-03-22,126,1,4
2016-03-22,74,2,6
2016-03-22,73,1,7
2016-03-22,45,1,8
2016-03-22,36,2,10
2016-03-22,35,1,11
2016-03-22,21,2,13
2016-03-22,20,1,14
2016-03-22,18,2,16
2016-03-22,17,1,17
2016-03-22,15,1,18
2016-03-22,10,2,20
2016-03-22,9,1,21
2016-03-22,8,1,22
2016-03-22,7,3,25
2016-03-22,6,3,28
2016-03-22,5,3,31
2016-03-22,4,1,32
2016-03-22,3,1,33
2016-03-22,1,3,36
2016-03-22,0,9,45
2016-03-23,138,1,1
2016-03-23,128,1,2
2016-03-23,126,2,4
2016-03-23,77,1,5
2016-03-23,70,2,7
2016-03-23,64,2,9
2016-03-23,43,1,10
2016-03-23,40,3,13
2016-03-23,36,1,14
2016-03-23,35,1,15
2016-03-23,34,1,16
2016-03-23,30,2,18
2016-03-23,23,1,19
2016-03-23,18,1,20
2016-03-23,12,1,21
2016-03-23,11,2,23
2016-03-23,8,1,24
2016-03-23,6,1,25
2016-03-23,4,1,26
2016-03-23,3,1,27
2016-03-23,2,1,28
2016-03-23,1,2,30
2016-03-23,0,6,36
2016-03-24,162,28,28
2016-03-24,141,1,29
2016-03-24,136,30,59
2016-03-24,129,1,60
2016-03-24,121,1,61
2016-03-24,97,1,62
2016-03-24,96,1,63
2016-03-24,77,1,64
2016-03-24,75,1,65
2016-03-24,69,1,66
2016-03-24,68,2,68
2016-03-24,59,1,69
2016-03-24,51,1,70
2016-03-24,50,2,72
2016-03-24,43,4,76
2016-03-24,41,1,77
2016-03-24,38,1,78
2016-03-24,37,3,81
2016-03-24,36,1,82
2016-03-24,34,2,84
2016-03-24,31,2,86
2016-03-24,23,1,87
2016-03-24,21,1,88
2016-03-24,13,1,89
2016-03-24,9,1,90
2016-03-24,7,1,91
2016-03-24,6,1,92
2016-03-24,5,1,93
2016-03-24,3,3,96
2016-03-24,2,1,97
2016-03-24,1,1,98
2016-03-24,0,5,103
2016-03-25,192,2,2
2016-03-25,149,1,3
2016-03-25,142,1,4
2016-03-25,129,1,5
2016-03-25,101,1,6
2016-03-25,89,1,7
2016-03-25,79,1,8
2016-03-25,72,2,10
2016-03-25,69,1,11
2016-03-25,62,1,12
2016-03-25,52,1,13
2016-03-25,42,2,15
2016-03-25,39,2,17
2016-03-25,38,1,18
2016-03-25,36,1,19
2016-03-25,33,1,20
2016-03-25,31,2,22
2016-03-25,24,2,24
2016-03-25,14,1,25
2016-03-25,13,1,26
2016-03-25,10,2,28
2016-03-25,9,4,32
2016-03-25,8,1,33
2016-03-25,4,1,34
2016-03-25,3,3,37
2016-03-26,70,1,1
2016-03-26,57,1,2
2016-03-26,53,1,3
2016-03-26,52,1,4
2016-03-26,47,1,5
2016-03-26,43,1,6
2016-03-26,33,1,7
2016-03-26,31,1,8
2016-03-26,30,1,9
2016-03-26,22,1,10
2016-03-26,20,1,11
2016-03-26,12,2,13
2016-03-26,8,1,14
2016-03-26,4,2,16
2016-03-26,3,2,18
2016-03-27,289,1,1
2016-03-27,76,2,3
2016-03-27,61,1,4
2016-03-27,40,2,6
2016-03-27,39,1,7
2016-03-27,34,2,9
2016-03-27,24,1,10
2016-03-27,20,1,11
2016-03-27,19,1,12
2016-03-27,17,1,13
2016-03-27,16,1,14
2016-03-27,15,2,16
2016-03-27,13,3,19
2016-03-27,12,1,20
2016-03-27,10,1,21
2016-03-27,4,1,22
2016-03-27,3,1,23
2016-03-27,2,1,24
2016-03-27,1,5,29
2016-03-27,0,5,34
2016-03-28,147,7,7
2016-03-28,129,2,9
2016-03-28,82,1,10
2016-03-28,66,1,11
2016-03-28,60,1,12
2016-03-28,55,1,13
2016-03-28,42,1,14
2016-03-28,41,1,15
2016-03-28,40,1,16
2016-03-28,35,1,17
2016-03-28,28,1,18
2016-03-28,25,1,19
2016-03-28,24,3,22
2016-03-28,20,1,23
2016-03-28,19,1,24
2016-03-28,15,1,25
2016-03-28,14,1,26
2016-03-28,13,1,27
2016-03-28,8,1,28
2016-03-28,7,1,29
2016-03-28,6,2,31
2016-03-28,5,2,33
2016-03-28,4,2,35
2016-03-28,3,2,37
2016-03-28,2,2,39
2016-03-28,1,3,42
2016-03-28,0,6,48
2016-03-29,201,1,1
2016-03-29,167,1,2
2016-03-29,124,1,3
2016-03-29,101,1,4
2016-03-29,81,1,5
2016-03-29,74,1,6
2016-03-29,73,1,7
2016-03-29,56,1,8
2016-03-29,55,1,9
2016-03-29,46,1,10
2016-03-29,40,1,11
2016-03-29,39,1,12
2016-03-29,27,1,13
2016-03-29,23,1,14
2016-03-29,16,1,15
2016-03-29,13,2,17
2016-03-29,11,1,18
2016-03-29,8,2,20
2016-03-29,7,1,21
2016-03-29,5,1,22
2016-03-29,3,2,24
2016-03-29,2,2,26
2016-03-29,1,2,28
2016-03-29,0,12,40
2016-03-30,168,17,17
2016-03-30,156,1,18
2016-03-30,148,2,20
2016-03-30,82,1,21
2016-03-30,79,1,22
2016-03-30,77,1,23
2016-03-30,32,1,24
2016-03-30,30,1,25
2016-03-30,25,1,26
2016-03-30,16,1,27
2016-03-30,8,1,28
2016-03-30,6,10,38
2016-03-30,2,4,42
2016-03-30,1,4,46
2016-03-30,0,5,51
2016-03-31,178,1,1
2016-03-31,169,74,75
2016-03-31,85,1,76
2016-03-31,77,3,79
2016-03-31,71,1,80
2016-03-31,57,1,81
2016-03-31,51,1,82
2016-03-31,36,1,83
2016-03-31,35,1,84
2016-03-31,18,1,85
2016-03-31,3,1,86
2016-03-31,2,2,88
2016-03-31,1,1,89
2016-04-01,163,1,1
2016-04-01,144,3,4
2016-04-01,108,2,6
2016-04-01,72,1,7
2016-04-01,67,1,8
2016-04-01,49,1,9
2016-04-01,32,1,10
2016-04-01,28,1,11
2016-04-01,3,2,13
2016-04-01,2,3,16
2016-04-01,1,1,17
2016-04-01,0,4,21
2016-04-02,222,2,2
2016-04-02,175,1,3
2016-04-02,109,2,5
2016-04-02,79,1,6
2016-04-02,75,1,7
2016-04-02,71,1,8
2016-04-02,64,1,9
2016-04-02,50,1,10
2016-04-02,33,1,11
2016-04-02,32,2,13
2016-04-02,31,2,15
2016-04-02,18,1,16
2016-04-02,1,2,18
2016-04-02,0,3,21
2016-04-03,88,2,2
2016-04-03,83,1,3
2016-04-03,81,1,4
2016-04-03,80,1,5
2016-04-03,76,2,7
2016-04-03,72,1,8
2016-04-03,68,1,9
2016-04-03,60,2,11
2016-04-03,43,1,12
2016-04-03,22,2,14
2016-04-03,13,1,15
2016-04-03,8,1,16
2016-04-03,2,2,18
2016-04-03,1,1,19
2016-04-03,0,5,24
2016-04-04,182,1,1
2016-04-04,171,40,41
2016-04-04,74,1,42
2016-04-04,61,1,43
2016-04-04,52,1,44
2016-04-04,48,2,46
2016-04-04,41,1,47
2016-04-04,27,1,48
2016-04-04,25,6,54
2016-04-04,24,1,55
2016-04-04,20,1,56
2016-04-04,19,2,58
2016-04-04,13,2,60
2016-04-04,11,1,61
2016-04-04,9,1,62
2016-04-04,4,2,64
2016-04-04,3,3,67
2016-04-04,2,2,69
2016-04-04,1,3,72
2016-04-04,0,9,81
2016-04-05,200,2,2
2016-04-05,186,1,3
2016-04-05,90,1,4
2016-04-05,81,1,5
2016-04-05,62,2,7
2016-04-05,57,1,8
2016-04-05,42,1,9
2016-04-05,29,1,10
2016-04-05,28,2,12
2016-04-05,27,3,15
2016-04-05,26,1,16
2016-04-05,15,1,17
2016-04-05,14,1,18
2016-04-05,7,1,19
2016-04-05,6,1,20
2016-04-05,5,3,23
2016-04-05,3,1,24
2016-04-05,1,7,31
2016-04-05,0,8,39
2016-04-06,194,2,2
2016-04-06,155,1,3
2016-04-06,83,1,4
2016-04-06,49,1,5
2016-04-06,44,3,8
2016-04-06,27,2,10
2016-04-06,25,1,11
2016-04-06,24,2,13
2016-04-06,23,1,14
2016-04-06,21,1,15
2016-04-06,14,1,16
2016-04-06,13,1,17
2016-04-06,9,1,18
2016-04-06,8,1,19
2016-04-06,7,3,22
2016-04-06,6,4,26
2016-04-06,5,2,28
2016-04-06,2,1,29
2016-04-06,1,7,36
2016-04-06,0,9,45
2016-04-07,178,1,1
2016-04-07,80,28,29
2016-04-07,73,1,30
2016-04-07,57,1,31
2016-04-07,55,1,32
2016-04-07,52,1,33
2016-04-07,36,1,34
2016-04-07,31,4,38
2016-04-07,22,2,40
2016-04-07,21,1,41
2016-04-07,19,1,42
2016-04-07,17,2,44
2016-04-07,15,1,45
2016-04-07,14,1,46
2016-04-07,10,2,48
2016-04-07,8,1,49
2016-04-07,6,2,51
2016-04-07,5,1,52
2016-04-07,3,1,53
2016-04-07,2,1,54
2016-04-07,1,4,58
2016-04-07,0,8,66
2016-04-08,210,1,1
2016-04-08,149,1,2
2016-04-08,147,1,3
2016-04-08,104,1,4
2016-04-08,88,1,5
2016-04-08,66,1,6
2016-04-08,65,2,8
2016-04-08,64,1,9
2016-04-08,49,1,10
2016-04-08,45,3,13
2016-04-08,35,1,14
2016-04-08,32,1,15
2016-04-08,31,3,18
2016-04-08,27,1,19
2016-04-08,26,1,20
2016-04-08,19,1,21
2016-04-08,16,1,22
2016-04-08,11,1,23
2016-04-08,8,1,24
2016-04-08,4,2,26
2016-04-08,3,9,35
2016-04-08,2,1,36
2016-04-08,1,2,38
2016-04-08,0,2,40
2016-04-09,121,1,1
2016-04-09,115,1,2
2016-04-09,112,1,3
2016-04-09,95,2,5
2016-04-09,94,1,6
2016-04-09,89,1,7
2016-04-09,75,1,8
2016-04-09,74,6,14
2016-04-09,72,15,29
2016-04-09,66,1,30
2016-04-09,61,1,31
2016-04-09,54,1,32
2016-04-09,39,1,33
2016-04-09,38,1,34
2016-04-09,36,1,35
2016-04-09,33,1,36
2016-04-09,29,1,37
2016-04-09,26,1,38
2016-04-09,18,2,40
2016-04-09,12,1,41
2016-04-09,10,1,42
2016-04-09,9,2,44
2016-04-09,5,3,47
2016-04-09,4,1,48
2016-04-09,3,4,52
2016-04-09,1,2,54
2016-04-09,0,1,55
2016-04-10,275,14,14
2016-04-10,190,6,20
2016-04-10,114,1,21
2016-04-10,90,1,22
2016-04-10,87,3,25
2016-04-10,86,1,26
2016-04-10,52,1,27
2016-04-10,33,3,30
2016-04-10,27,2,32
2016-04-10,20,2,34
2016-04-10,18,1,35
2016-04-10,14,1,36
2016-04-10,0,4,40
2016-04-11,214,2,2
2016-04-11,187,1,3
2016-04-11,91,1,4
2016-04-11,86,1,5
2016-04-11,83,1,6
2016-04-11,59,1,7
2016-04-11,54,1,8
2016-04-11,34,2,10
2016-04-11,33,1,11
2016-04-11,28,1,12
2016-04-11,27,1,13
2016-04-11,26,1,14
2016-04-11,21,1,15
2016-04-11,20,1,16
2016-04-11,19,1,17
2016-04-11,18,2,19
2016-04-11,14,1,20
2016-04-11,12,1,21
2016-04-11,11,1,22
2016-04-11,7,2,24
2016-04-11,4,1,25
2016-04-11,3,6,31
2016-04-11,2,2,33
2016-04-11,1,2,35
2016-04-11,0,11,46
2016-04-12,229,1,1
2016-04-12,192,1,2
2016-04-12,117,1,3
2016-04-12,89,2,5
2016-04-12,88,1,6
2016-04-12,78,2,8
2016-04-12,77,1,9
2016-04-12,74,1,10
2016-04-12,68,1,11
2016-04-12,43,2,13
2016-04-12,27,4,17
2016-04-12,25,1,18
2016-04-12,20,2,20
2016-04-12,17,1,21
2016-04-12,12,1,22
2016-04-12,4,1,23
2016-04-12,1,6,29
2016-04-12,0,4,33
2016-04-13,205,1,1
2016-04-13,139,1,2
2016-04-13,99,1,3
2016-04-13,86,1,4
2016-04-13,83,1,5
2016-04-13,82,1,6
2016-04-13,75,1,7
2016-04-13,61,1,8
2016-04-13,57,2,10
2016-04-13,53,1,11
2016-04-13,37,1,12
2016-04-13,30,1,13
2016-04-13,28,2,15
2016-04-13,24,2,17
2016-04-13,21,1,18
2016-04-13,18,2,20
2016-04-13,12,2,22
2016-04-13,9,1,23
2016-04-13,6,1,24
2016-04-13,5,2,26
2016-04-13,2,2,28
2016-04-13,1,1,29
2016-04-13,0,7,36
2016-04-14,153,2,2
2016-04-14,91,1,3
2016-04-14,86,1,4
2016-04-14,80,1,5
2016-04-14,78,1,6
2016-04-14,55,1,7
2016-04-14,45,2,9
2016-04-14,39,1,10
2016-04-14,29,1,11
2016-04-14,24,1,12
2016-04-14,12,1,13
2016-04-14,11,1,14
2016-04-14,10,1,15
2016-04-14,8,3,18
2016-04-14,7,1,19
2016-04-14,6,2,21
2016-04-14,3,3,24
2016-04-14,2,4,28
2016-04-14,1,2,30
2016-04-14,0,4,34
2016-04-15,88,2,2
2016-04-15,58,1,3
2016-04-15,56,1,4
2016-04-15,53,1,5
2016-04-15,51,1,6
2016-04-15,50,1,7
2016-04-15,46,1,8
2016-04-15,42,1,9
2016-04-15,34,1,10
2016-04-15,30,1,11
2016-04-15,23,1,12
2016-04-15,18,1,13
2016-04-15,15,1,14
2016-04-15,12,1,15
2016-04-15,10,1,16
2016-04-15,9,1,17
2016-04-15,4,2,19
2016-04-15,2,1,20
2016-04-15,1,2,22
2016-04-15,0,3,25
2016-04-16,192,1,1
2016-04-16,183,29,30
2016-04-16,169,2,32
2016-04-16,140,1,33
2016-04-16,129,1,34
2016-04-16,101,1,35
2016-04-16,96,1,36
2016-04-16,93,1,37
2016-04-16,89,2,39
2016-04-16,82,3,42
2016-04-16,54,1,43
2016-04-16,37,1,44
2016-04-16,31,2,46
2016-04-16,16,1,47
2016-04-16,13,1,48
2016-04-16,6,1,49
2016-04-16,3,2,51
2016-04-16,1,2,53
2016-04-16,0,2,55
2016-04-17,218,1,1
2016-04-17,200,1,2
2016-04-17,155,1,3
2016-04-17,132,1,4
2016-04-17,86,1,5
2016-04-17,55,2,7
2016-04-17,54,1,8
2016-04-17,51,1,9
2016-04-17,47,4,13
2016-04-17,46,1,14
2016-04-17,43,1,15
2016-04-17,33,1,16
2016-04-17,30,1,17
2016-04-17,24,1,18
2016-04-17,3,2,20
2016-04-17,2,1,21
2016-04-17,1,1,22
2016-04-17,0,3,25
2016-04-18,215,2,2
2016-04-18,185,30,32
2016-04-18,172,21,53
2016-04-18,160,1,54
2016-04-18,80,1,55
2016-04-18,42,1,56
2016-04-18,39,1,57
2016-04-18,36,1,58
2016-04-18,33,1,59
2016-04-18,31,13,72
2016-04-18,28,1,73
2016-04-18,22,1,74
2016-04-18,10,2,76
2016-04-18,7,1,77
2016-04-18,4,1,78
2016-04-18,1,3,81
2016-04-18,0,9,90
2016-04-19,190,1,1
2016-04-19,162,2,3
2016-04-19,137,1,4
2016-04-19,99,1,5
2016-04-19,90,1,6
2016-04-19,63,1,7
2016-04-19,40,1,8
2016-04-19,37,1,9
2016-04-19,32,25,34
2016-04-19,30,1,35
2016-04-19,18,1,36
2016-04-19,12,1,37
2016-04-19,11,1,38
2016-04-19,6,1,39
2016-04-19,5,1,40
2016-04-19,1,1,41
2016-04-19,0,2,43
2016-04-20,152,6,6
2016-04-20,128,2,8
2016-04-20,104,1,9
2016-04-20,98,1,10
2016-04-20,91,2,12
2016-04-20,86,2,14
2016-04-20,70,1,15
2016-04-20,51,1,16
2016-04-20,38,1,17
2016-04-20,35,1,18
2016-04-20,34,1,19
2016-04-20,29,1,20
2016-04-20,9,1,21
2016-04-20,6,2,23
2016-04-20,5,1,24
2016-04-20,4,1,25
2016-04-20,2,5,30
2016-04-20,1,5,35
2016-04-20,0,4,39
2016-04-21,206,2,2
2016-04-21,168,1,3
2016-04-21,92,5,8
2016-04-21,85,3,11
2016-04-21,84,1,12
2016-04-21,59,1,13
2016-04-21,43,1,14
2016-04-21,42,1,15
2016-04-21,35,1,16
2016-04-21,19,1,17
2016-04-21,2,1,18
2016-04-21,1,1,19
2016-04-21,0,3,22
2016-04-22,191,28,28
2016-04-22,126,1,29
2016-04-22,105,1,30
2016-04-22,100,1,31
2016-04-22,93,1,32
2016-04-22,92,1,33
2016-04-22,87,1,34
2016-04-22,79,2,36
2016-04-22,70,1,37
2016-04-22,64,1,38
2016-04-22,52,1,39
2016-04-22,41,1,40
2016-04-22,40,1,41
2016-04-22,39,2,43
2016-04-22,37,1,44
2016-04-22,35,3,47
2016-04-22,32,1,48
2016-04-22,27,1,49
2016-04-22,21,1,50
2016-04-22,14,2,52
2016-04-22,8,1,53
2016-04-22,3,2,55
2016-04-22,2,3,58
2016-04-22,1,2,60
2016-04-22,0,6,66
2016-04-23,222,1,1
2016-04-23,218,1,2
2016-04-23,197,1,3
2016-04-23,109,1,4
2016-04-23,101,2,6
2016-04-23,100,3,9
2016-04-23,99,1,10
2016-04-23,88,1,11
2016-04-23,81,1,12
2016-04-23,71,1,13
2016-04-23,64,1,14
2016-04-23,60,1,15
2016-04-23,58,1,16
2016-04-23,49,1,17
2016-04-23,44,3,20
2016-04-23,42,2,22
2016-04-23,41,2,24
2016-04-23,37,1,25
2016-04-23,35,1,26
2016-04-23,33,1,27
2016-04-23,28,1,28
2016-04-23,26,3,31
2016-04-23,23,1,32
2016-04-23,21,1,33
2016-04-23,15,1,34
2016-04-23,14,1,35
2016-04-23,10,1,36
2016-04-23,9,3,39
2016-04-23,4,1,40
2016-04-23,3,3,43
2016-04-23,1,2,45
2016-04-23,0,1,46
2016-04-24,167,1,1
2016-04-24,123,1,2
2016-04-24,109,2,4
2016-04-24,108,1,5
2016-04-24,106,1,6
2016-04-24,100,1,7
2016-04-24,72,5,12
2016-04-24,68,1,13
2016-04-24,64,1,14
2016-04-24,46,1,15
2016-04-24,43,1,16
2016-04-24,42,1,17
2016-04-24,39,2,19
2016-04-24,36,2,21
2016-04-24,28,1,22
2016-04-24,15,1,23
2016-04-24,1,3,26
2016-04-24,0,3,29
2016-04-25,127,1,1
2016-04-25,70,1,2
2016-04-25,63,1,3
2016-04-25,62,1,4
2016-04-25,56,2,6
2016-04-25,47,1,7
2016-04-25,35,1,8
2016-04-25,33,1,9
2016-04-25,32,1,10
2016-04-25,21,2,12
2016-04-25,13,2,14
2016-04-25,10,1,15
2016-04-25,9,1,16
2016-04-25,7,1,17
2016-04-25,6,2,19
2016-04-25,5,1,20
2016-04-25,3,1,21
2016-04-25,2,4,25
2016-04-25,1,1,26
2016-04-25,0,2,28
2016-04-26,189,4,4
2016-04-26,179,1,5
2016-04-26,143,1,6
2016-04-26,113,2,8
2016-04-26,103,1,9
2016-04-26,95,1,10
2016-04-26,91,1,11
2016-04-26,84,1,12
2016-04-26,83,1,13
2016-04-26,74,1,14
2016-04-26,69,1,15
2016-04-26,67,1,16
2016-04-26,61,1,17
2016-04-26,47,1,18
2016-04-26,43,1,19
2016-04-26,25,1,20
2016-04-26,22,1,21
2016-04-26,20,1,22
2016-04-26,19,1,23
2016-04-26,13,1,24
2016-04-26,7,2,26
2016-04-26,6,3,29
2016-04-26,5,4,33
2016-04-26,2,3,36
2016-04-26,1,5,41
2016-04-26,0,13,54
2016-04-27,200,1,1
2016-04-27,179,2,3
2016-04-27,99,2,5
2016-04-27,97,1,6
2016-04-27,84,1,7
2016-04-27,64,1,8
2016-04-27,53,1,9
2016-04-27,44,2,11
2016-04-27,39,1,12
2016-04-27,37,1,13
2016-04-27,22,1,14
2016-04-27,12,23,37
2016-04-27,6,1,38
2016-04-27,5,5,43
2016-04-27,1,3,46
2016-04-27,0,5,51
2016-04-28,206,1,1
2016-04-28,160,1,2
2016-04-28,140,1,3
2016-04-28,124,1,4
2016-04-28,115,1,5
2016-04-28,113,2,7
2016-04-28,111,3,10
2016-04-28,104,4,14
2016-04-28,100,2,16
2016-04-28,85,1,17
2016-04-28,82,1,18
2016-04-28,78,1,19
2016-04-28,75,1,20
2016-04-28,42,1,21
2016-04-28,21,1,22
2016-04-28,20,1,23
2016-04-28,15,1,24
2016-04-28,14,1,25
2016-04-28,12,1,26
2016-04-28,9,3,29
2016-04-28,7,2,31
2016-04-28,6,6,37
2016-04-28,3,2,39
2016-04-28,2,1,40
2016-04-28,1,3,43
2016-04-28,0,2,45
2016-04-29,143,1,1
2016-04-29,104,1,2
2016-04-29,102,1,3
2016-04-29,101,10,13
2016-04-29,94,1,14
2016-04-29,92,1,15
2016-04-29,86,1,16
2016-04-29,79,1,17
2016-04-29,78,2,19
2016-04-29,73,2,21
2016-04-29,72,1,22
2016-04-29,44,1,23
2016-04-29,26,1,24
2016-04-29,24,1,25
2016-04-29,23,1,26
2016-04-29,18,2,28
2016-04-29,16,7,35
2016-04-29,13,3,38
2016-04-29,8,1,39
2016-04-29,7,1,40
2016-04-29,6,2,42
2016-04-29,5,3,45
2016-04-29,3,2,47
2016-04-29,1,3,50
2016-04-29,0,2,52
2016-04-30,255,1,1
2016-04-30,206,1,2
2016-04-30,197,40,42
2016-04-30,173,1,43
2016-04-30,171,2,45
2016-04-30,115,1,46
2016-04-30,108,1,47
2016-04-30,107,2,49
2016-04-30,106,1,50
2016-04-30,103,1,51
2016-04-30,102,1,52
2016-04-30,101,1,53
2016-04-30,99,1,54
2016-04-30,98,1,55
2016-04-30,94,1,56
2016-04-30,87,1,57
2016-04-30,78,1,58
2016-04-30,47,3,61
2016-04-30,43,2,63
2016-04-30,40,1,64
2016-04-30,31,1,65
2016-04-30,30,2,67
2016-04-30,23,1,68
2016-04-30,22,1,69
2016-04-30,18,1,70
2016-04-30,17,1,71
2016-04-30,14,1,72
2016-04-30,12,1,73
2016-04-30,11,1,74
2016-04-30,8,1,75
2016-04-30,7,2,77
2016-04-30,6,1,78
2016-04-30,5,1,79
2016-04-30,4,5,84
2016-04-30,3,2,86
2016-04-30,2,3,89
2016-04-30,1,2,91
2016-04-30,0,3,94
2016-05-01,229,1,1
